Id,Date,RoomType,RoomTypeCode,RoomPrice,NumberOfBookings,NumberOfOccupents,DailyRevenue,RoomCategory,RoomCategoryCode,EventName,EventType,EventTypeCode,Demography,DemographyCode,EventShowtime,ShowTimeCode,EventLocation,EventLocationcode,HotelName,HotelLocation,Facilities
991,18/07/2022,Superior King Room,2,33600,28,1,940800,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
992,18/07/2022,Superior Twin Room,1,34600,26,2,899600,Double,2,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
993,18/07/2022,Premium Double Room,3,36200,14,4,506800,Family,3,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Balcony, Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Patio, Flat-screen TV, Terrace, Sauna, Minibar, Free WiFi"
994,18/07/2022,Executive Room,4,46100,12,5,553200,Business,5,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
995,18/07/2022,Cilantro Suite,5,62400,4,6,249600,Luxury,4,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
996,19/07/2022,Superior King Room,2,33500,27,1,904500,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
997,19/07/2022,Superior Twin Room,1,34800,25,2,870000,Double,2,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Balcony, Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Patio, Flat-screen TV, Terrace, Sauna, Minibar, Free WiFi"
998,19/07/2022,Premium Double Room,3,36100,11,4,397100,Family,3,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
999,19/07/2022,Executive Room,4,46200,9,5,415800,Business,5,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1000,19/07/2022,Cilantro Suite,5,62100,2,6,124200,Luxury,4,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1001,20/07/2022,Superior King Room,2,33100,25,1,827500,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1002,20/07/2022,Superior Twin Room,1,34400,28,2,963200,Double,2,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1003,20/07/2022,Premium Double Room,3,36500,12,4,438000,Family,3,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1004,20/07/2022,Executive Room,4,46700,10,5,467000,Business,5,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Balcony, Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Patio, Flat-screen TV, Terrace, Sauna, Minibar, Free WiFi"
1005,20/07/2022,Cilantro Suite,5,62400,3,6,187200,Luxury,4,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1006,21/07/2022,Superior King Room,2,33200,26,1,863200,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1007,21/07/2022,Superior Twin Room,1,34500,24,2,828000,Double,2,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1008,21/07/2022,Premium Double Room,3,36400,14,4,509600,Family,3,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1009,21/07/2022,Executive Room,4,46800,9,5,421200,Business,5,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1010,21/07/2022,Cilantro Suite,5,62300,5,6,311500,Luxury,4,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1011,22/07/2022,Superior King Room,2,33700,27,1,909900,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1012,22/07/2022,Superior Twin Room,1,34700,26,2,902200,Double,2,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Balcony, Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Patio, Flat-screen TV, Terrace, Sauna, Minibar, Free WiFi"
1013,22/07/2022,Premium Double Room,3,36500,13,4,474500,Family,3,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1014,22/07/2022,Executive Room,4,46600,13,5,605800,Business,5,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1015,22/07/2022,Cilantro Suite,5,62500,2,6,125000,Luxury,4,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1016,23/07/2022,Superior King Room,2,33800,26,1,878800,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Balcony, Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Patio, Flat-screen TV, Terrace, Sauna, Minibar, Free WiFi"
1017,23/07/2022,Superior Twin Room,1,34700,27,2,936900,Double,2,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1018,23/07/2022,Premium Double Room,3,36200,15,4,543000,Family,3,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1019,23/07/2022,Executive Room,4,46500,11,5,511500,Business,5,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1020,23/07/2022,Cilantro Suite,5,62700,6,6,376200,Luxury,4,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1021,24/07/2022,Superior King Room,2,33500,28,1,938000,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1022,24/07/2022,Superior Twin Room,1,34500,24,2,828000,Double,2,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1023,24/07/2022,Premium Double Room,3,36300,14,4,508200,Family,3,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Balcony, Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Patio, Flat-screen TV, Terrace, Sauna, Minibar, Free WiFi"
1024,24/07/2022,Executive Room,4,46600,12,5,559200,Business,5,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1025,24/07/2022,Cilantro Suite,5,62700,4,6,250800,Luxury,4,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1026,25/07/2022,Superior King Room,2,33600,27,1,907200,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1027,25/07/2022,Superior Twin Room,1,34200,28,2,957600,Double,2,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1028,25/07/2022,Premium Double Room,3,36400,13,4,473200,Family,3,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1029,25/07/2022,Executive Room,4,46900,13,5,609700,Business,5,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1030,25/07/2022,Cilantro Suite,5,62800,2,6,125600,Luxury,4,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1031,26/07/2022,Superior King Room,2,33700,26,1,876200,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Balcony, Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Patio, Flat-screen TV, Terrace, Sauna, Minibar, Free WiFi"
1032,26/07/2022,Superior Twin Room,1,34100,25,2,852500,Double,2,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1033,26/07/2022,Premium Double Room,3,36800,12,4,441600,Family,3,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1034,26/07/2022,Executive Room,4,46800,9,5,421200,Business,5,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1035,26/07/2022,Cilantro Suite,5,62500,3,6,187500,Luxury,4,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Balcony, Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Patio, Flat-screen TV, Terrace, Sauna, Minibar, Free WiFi"
1036,27/07/2022,Superior King Room,2,33400,28,1,935200,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1037,27/07/2022,Superior Twin Room,1,34100,26,2,886600,Double,2,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1038,27/07/2022,Premium Double Room,3,36600,11,4,402600,Family,3,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1039,27/07/2022,Executive Room,4,46600,10,5,466000,Business,5,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1040,27/07/2022,Cilantro Suite,5,62600,6,6,375600,Luxury,4,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1041,28/07/2022,Superior King Room,2,33800,26,1,878800,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1042,28/07/2022,Superior Twin Room,1,34300,24,2,823200,Double,2,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Balcony, Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Patio, Flat-screen TV, Terrace, Sauna, Minibar, Free WiFi"
1043,28/07/2022,Premium Double Room,3,36700,15,4,550500,Family,3,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1044,28/07/2022,Executive Room,4,46500,11,5,511500,Business,5,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1045,28/07/2022,Cilantro Suite,5,62300,2,6,124600,Luxury,4,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1046,29/07/2022,Superior King Room,2,33600,27,1,907200,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1047,29/07/2022,Superior Twin Room,1,34500,27,2,931500,Double,2,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1048,29/07/2022,Premium Double Room,3,36800,14,4,515200,Family,3,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1049,29/07/2022,Executive Room,4,46400,10,5,464000,Business,5,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1050,29/07/2022,Cilantro Suite,5,62200,4,6,248800,Luxury,4,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Balcony, Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Patio, Flat-screen TV, Terrace, Sauna, Minibar, Free WiFi"
1051,30/07/2022,Superior King Room,2,33400,26,1,868400,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1052,30/07/2022,Superior Twin Room,1,34400,24,2,825600,Double,2,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1053,30/07/2022,Premium Double Room,3,36400,13,4,473200,Family,3,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1054,30/07/2022,Executive Room,4,46300,13,5,601900,Business,5,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Balcony, Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Patio, Flat-screen TV, Terrace, Sauna, Minibar, Free WiFi"
1055,30/07/2022,Cilantro Suite,5,62100,2,6,124200,Luxury,4,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1056,31/07/2022,Superior King Room,2,33200,25,1,830000,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1057,31/07/2022,Superior Twin Room,1,34600,25,2,865000,Double,2,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1058,31/07/2022,Premium Double Room,3,36600,11,4,402600,Family,3,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1059,31/07/2022,Executive Room,4,46400,9,5,417600,Business,5,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1060,31/07/2022,Cilantro Suite,5,62300,5,6,311500,Luxury,4,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1061,01/08/2022,Superior King Room,2,33500,26,1,871000,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1062,01/08/2022,Superior Twin Room,1,34800,24,2,835200,Double,2,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1063,01/08/2022,Premium Double Room,3,36200,16,4,579200,Family,3,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1064,01/08/2022,Executive Room,4,46600,8,5,372800,Business,5,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Balcony, Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Patio, Flat-screen TV, Terrace, Sauna, Minibar, Free WiFi"
1065,01/08/2022,Cilantro Suite,5,62500,3,6,187500,Luxury,4,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1066,02/08/2022,Superior King Room,2,33800,29,1,980200,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1067,02/08/2022,Superior Twin Room,1,34600,26,2,899600,Double,2,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1068,02/08/2022,Premium Double Room,3,36400,20,4,728000,Family,3,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Balcony, Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Patio, Flat-screen TV, Terrace, Sauna, Minibar, Free WiFi"
1069,02/08/2022,Executive Room,4,46400,10,5,464000,Business,5,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1070,02/08/2022,Cilantro Suite,5,62600,6,6,375600,Luxury,4,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1071,03/08/2022,Superior King Room,2,33600,25,1,840000,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1072,03/08/2022,Superior Twin Room,1,34500,28,2,966000,Double,2,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1073,03/08/2022,Premium Double Room,3,36200,22,4,796400,Family,3,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1074,03/08/2022,Executive Room,4,46700,11,5,513700,Business,5,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1075,03/08/2022,Cilantro Suite,5,62400,5,6,312000,Luxury,4,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1076,04/08/2022,Superior King Room,2,33800,26,1,878800,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1077,04/08/2022,Superior Twin Room,1,34600,29,2,1003400,Double,2,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1078,04/08/2022,Premium Double Room,3,36400,22,4,800800,Family,3,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Balcony, Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Patio, Flat-screen TV, Terrace, Sauna, Minibar, Free WiFi"
1079,04/08/2022,Executive Room,4,46600,12,5,559200,Business,5,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1080,04/08/2022,Cilantro Suite,5,62100,4,6,248400,Luxury,4,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1081,05/08/2022,Superior King Room,2,33700,29,1,977300,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1082,05/08/2022,Superior Twin Room,1,34300,25,2,857500,Double,2,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Balcony, Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Patio, Flat-screen TV, Terrace, Sauna, Minibar, Free WiFi"
1083,05/08/2022,Premium Double Room,3,36100,26,4,938600,Family,3,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1084,05/08/2022,Executive Room,4,46100,10,5,461000,Business,5,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1085,05/08/2022,Cilantro Suite,5,62700,6,6,376200,Luxury,4,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1086,06/08/2022,Superior King Room,2,33500,28,1,938000,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1087,06/08/2022,Superior Twin Room,1,34400,27,2,928800,Double,2,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1088,06/08/2022,Premium Double Room,3,36300,23,4,834900,Family,3,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1089,06/08/2022,Executive Room,4,46300,9,5,416700,Business,5,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1090,06/08/2022,Cilantro Suite,5,62500,7,6,437500,Luxury,4,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1091,07/08/2022,Superior King Room,2,33600,27,1,907200,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1092,07/08/2022,Superior Twin Room,1,34700,25,2,867500,Double,2,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Balcony, Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Patio, Flat-screen TV, Terrace, Sauna, Minibar, Free WiFi"
1093,07/08/2022,Premium Double Room,3,36600,13,4,475800,Family,3,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1094,07/08/2022,Executive Room,4,46200,10,5,462000,Business,5,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1095,07/08/2022,Cilantro Suite,5,62400,6,6,374400,Luxury,4,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1096,08/08/2022,Superior King Room,2,33400,28,1,935200,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Balcony, Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Patio, Flat-screen TV, Terrace, Sauna, Minibar, Free WiFi"
1097,08/08/2022,Superior Twin Room,1,34500,24,2,828000,Double,2,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1098,08/08/2022,Premium Double Room,3,36700,19,4,697300,Family,3,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1099,08/08/2022,Executive Room,4,46100,8,5,368800,Business,5,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1100,08/08/2022,Cilantro Suite,5,62600,3,6,187800,Luxury,4,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1101,09/08/2022,Superior King Room,2,33700,29,1,977300,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1102,09/08/2022,Superior Twin Room,1,34100,25,2,852500,Double,2,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1103,09/08/2022,Premium Double Room,3,36900,13,4,479700,Family,3,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"City view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1104,09/08/2022,Executive Room,4,46700,9,5,420300,Business,5,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1105,09/08/2022,Cilantro Suite,5,62500,7,6,437500,Luxury,4,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Flat-screen TV, Sauna, Minibar, Free WiFi"
1106,10/08/2022,Superior King Room,2,33900,28,1,949200,Single,1,0,0,,0,,0,,0,,Cinnamon Lakeside,Colombo,"Balcony, Lake view, Garden view, Pool view, Pool with a view, Air conditioning, Patio, Flat-screen TV, Terrace, Sauna, Minibar, Free WiFi"
